Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Japan,JPN,2014,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,90.86538696
Japan,JPN,2013,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,89.57346344
Japan,JPN,2012,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,88.62559509
Japan,JPN,2011,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,88.1516571
Japan,JPN,2010,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,88.09523773
Japan,JPN,2009,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,83.25358582
Japan,JPN,2008,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,82.03883362
Japan,JPN,2007,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,78.64077759
Japan,JPN,2006,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,81.95121765
Japan,JPN,2005,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,80
Japan,JPN,2004,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,81.77339935
Japan,JPN,2003,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,79.8941803
Japan,JPN,2002,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,75.13227844
Japan,JPN,2000,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,81.9148941
Japan,JPN,1998,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,77.00534821
Japan,JPN,1996,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,80.10752869
Japan,JPN,2023,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,94.81131744
Japan,JPN,2022,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,95.28302002
Japan,JPN,2021,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,95.7142868
Japan,JPN,2020,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,94.76190186
Japan,JPN,2019,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,92.38095093
Japan,JPN,2018,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,91.42857361
Japan,JPN,2017,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,91.90476227
Japan,JPN,2016,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,92.38095093
Japan,JPN,2015,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,92.85713959
Japan,JPN,2014,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,95.19230652
Japan,JPN,2013,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,94.78672791
Japan,JPN,2012,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,94.31279755
Japan,JPN,2011,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,93.83885956
Japan,JPN,2010,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,93.33333588
Japan,JPN,2009,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,91.38755798
Japan,JPN,2008,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,91.74757385
Japan,JPN,2007,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,91.74757385
Japan,JPN,2006,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,91.70731354
Japan,JPN,2005,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,91.21951294
Japan,JPN,2004,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,91.62561798
Japan,JPN,2003,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,90.47618866
Japan,JPN,2002,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,84.65608215
Japan,JPN,2000,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,90.42552948
Japan,JPN,1998,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,89.30480957
Japan,JPN,1996,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,90.32257843
Japan,JPN,2023,Control of Corruption: Standard Error,CC.STD.ERR,0.171703011
Japan,JPN,2022,Control of Corruption: Standard Error,CC.STD.ERR,0.162131891
Japan,JPN,2021,Control of Corruption: Standard Error,CC.STD.ERR,0.161453024
Japan,JPN,2020,Control of Corruption: Standard Error,CC.STD.ERR,0.149426654
Japan,JPN,2019,Control of Corruption: Standard Error,CC.STD.ERR,0.147878453
Japan,JPN,2018,Control of Corruption: Standard Error,CC.STD.ERR,0.138439044
Japan,JPN,2017,Control of Corruption: Standard Error,CC.STD.ERR,0.128920749
Japan,JPN,2016,Control of Corruption: Standard Error,CC.STD.ERR,0.140845343
Japan,JPN,2015,Control of Corruption: Standard Error,CC.STD.ERR,0.132640734
Japan,JPN,2014,Control of Corruption: Standard Error,CC.STD.ERR,0.132062301
Japan,JPN,2013,Control of Corruption: Standard Error,CC.STD.ERR,0.137990221
Japan,JPN,2012,Control of Corruption: Standard Error,CC.STD.ERR,0.14058204
Japan,JPN,2011,Control of Corruption: Standard Error,CC.STD.ERR,0.154988587
Japan,JPN,2010,Control of Corruption: Standard Error,CC.STD.ERR,0.146791518
Japan,JPN,2009,Control of Corruption: Standard Error,CC.STD.ERR,0.144290283
Japan,JPN,2008,Control of Corruption: Standard Error,CC.STD.ERR,0.149000496
Japan,JPN,2007,Control of Corruption: Standard Error,CC.STD.ERR,0.154672071
Japan,JPN,2006,Control of Corruption: Standard Error,CC.STD.ERR,0.14368622
Japan,JPN,2005,Control of Corruption: Standard Error,CC.STD.ERR,0.147660092
Japan,JPN,2004,Control of Corruption: Standard Error,CC.STD.ERR,0.152643502
Japan,JPN,2003,Control of Corruption: Standard Error,CC.STD.ERR,0.162804157
Japan,JPN,2002,Control of Corruption: Standard Error,CC.STD.ERR,0.158719242
Japan,JPN,2000,Control of Corruption: Standard Error,CC.STD.ERR,0.166502684
Japan,JPN,1998,Control of Corruption: Standard Error,CC.STD.ERR,0.172851056
Japan,JPN,1996,Control of Corruption: Standard Error,CC.STD.ERR,0.188621625
Japan,JPN,2022,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,6.7769E+12
Japan,JPN,2021,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,6.3726E+12
Japan,JPN,2020,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,2.13156E+13
Japan,JPN,2019,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,-4.7299E+12
Japan,JPN,2018,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,3.4779E+12
Japan,JPN,2017,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,-2.537E+11
Japan,JPN,2016,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,4.827E+11
Japan,JPN,2015,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,-7.5955E+12
Japan,JPN,2014,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,8.3754E+12
Japan,JPN,2013,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,1.5357E+12
Japan,JPN,2012,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,-4.2694E+12
Japan,JPN,2011,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,1.18921E+13
Japan,JPN,2010,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,-3.5146E+12
Japan,JPN,2009,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,5.3261E+12
Japan,JPN,2008,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,-8.5119E+12
Japan,JPN,2007,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,4.2278E+12
Japan,JPN,2006,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,-1.41604E+13
Japan,JPN,2005,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,-7.64E+11
Japan,JPN,2004,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,4.1593E+12
Japan,JPN,2003,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,3.33634E+13
Japan,JPN,2002,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,3.8853E+12
Japan,JPN,2001,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,-2.6437E+12
Japan,JPN,2000,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,1.55808E+13
Japan,JPN,1999,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,1.80317E+13
Japan,JPN,1998,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,-1.74329E+13
Japan,JPN,1997,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,1.95375E+13
Japan,JPN,1996,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,1.251E+12
Japan,JPN,1995,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,1.58965E+13
Japan,JPN,1994,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,-4.0883E+12
Japan,JPN,1993,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,-1.973E+12
Japan,JPN,1992,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,5.75E+11
Japan,JPN,1991,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,2.108E+12
Japan,JPN,2022,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,1.210787513
Japan,JPN,2021,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,1.153262728
Japan,JPN,2020,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,3.948735866
Japan,JPN,2019,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,-0.847787854
Japan,JPN,2018,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,0.624813498
Japan,JPN,2017,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,-0.045870979
Japan,JPN,2016,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,0.088672188
Japan,JPN,2015,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,-1.411718218
Japan,JPN,2014,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,1.614345108
Japan,JPN,2013,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,0.301886807
Japan,JPN,2012,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,-0.853070095
Japan,JPN,2011,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,2.390617408
Japan,JPN,2010,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,-0.695229923
Japan,JPN,2009,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,1.076113714
Japan,JPN,2008,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,-1.61264043
Japan,JPN,2007,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,0.78396875
Japan,JPN,2006,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,-2.645961976
Japan,JPN,2005,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,-0.143469975
Japan,JPN,2004,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,0.785661679
Japan,JPN,2003,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,6.367442629
Japan,JPN,2002,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,0.740792715
Japan,JPN,2001,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,-0.497259589
Japan,JPN,2000,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,2.910027069
Japan,JPN,1999,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,3.414642645
Japan,JPN,1998,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,-3.24939133
Japan,JPN,1997,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,3.594455955
Japan,JPN,1996,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,0.233586357
Japan,JPN,1995,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,3.047562994
Japan,JPN,1994,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,-0.80019009
Japan,JPN,1993,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,-0.391081983
Japan,JPN,1992,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,0.114050823
Japan,JPN,1991,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,0.42896193
Japan,JPN,2022,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1.21017E+15
Japan,JPN,2021,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1.19537E+15
Japan,JPN,2020,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1.16467E+15
Japan,JPN,2019,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1.10472E+15
Japan,JPN,2018,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1.09843E+15
Japan,JPN,2017,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1.07014E+15
Japan,JPN,2016,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1.05188E+15
Japan,JPN,2015,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1.04693E+15
Japan,JPN,2014,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,9.96703E+14
Japan,JPN,2013,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,9.49054E+14
Japan,JPN,2012,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,9.19403E+14
Japan,JPN,2011,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,8.73359E+14
Japan,JPN,2010,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,8.11367E+14
Japan,JPN,2009,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,7.76977E+14
Japan,JPN,2008,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,7.31428E+14
Japan,JPN,2007,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,7.13049E+14
Japan,JPN,2006,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,6.88227E+14
Japan,JPN,2005,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,6.82725E+14
Japan,JPN,2004,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,6.75238E+14
Japan,JPN,2003,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,6.38798E+14
Japan,JPN,2002,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,5.86767E+14
Japan,JPN,2001,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,5.46789E+14
Japan,JPN,2000,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,5.29709E+14
Japan,JPN,1999,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,4.78715E+14
Japan,JPN,1998,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,4.31764E+14
Japan,JPN,1997,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,3.9677E+14
Japan,JPN,1996,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,3.50312E+14
Japan,JPN,1995,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,3.16991E+14
Japan,JPN,1994,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2.81576E+14
Japan,JPN,1993,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2.12474E+14
Japan,JPN,1992,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1.96194E+14
Japan,JPN,1991,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,1.87605E+14
Japan,JPN,1990,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2.39932E+14
Japan,JPN,2022,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,216.2133755
Japan,JPN,2021,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,216.3293649
Japan,JPN,2020,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,215.7555406
Japan,JPN,2019,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,198.0103092
Japan,JPN,2018,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,197.3356094
Japan,JPN,2017,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,193.4891597
Japan,JPN,2016,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,193.2304378
Japan,JPN,2015,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,194.5840612
Japan,JPN,2014,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,192.1128503
Japan,JPN,2013,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,186.5642973
Japan,JPN,2012,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,183.7062093
Japan,JPN,2011,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,175.5676412
Japan,JPN,2010,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,160.4980984
Japan,JPN,2009,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,156.9844853
Japan,JPN,2008,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,138.5742742
Japan,JPN,2007,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,132.2220465
Japan,JPN,2006,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,128.5996679
Japan,JPN,2005,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,128.2074929
Japan,JPN,2004,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,127.5476298
Japan,JPN,2003,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,121.9153209
Japan,JPN,2002,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,111.8762497
Japan,JPN,2001,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,102.846758
Japan,JPN,2000,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,98.93382307
Japan,JPN,1999,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,90.65379413
Japan,JPN,1998,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,80.47828377
Japan,JPN,1997,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,72.99671748
Japan,JPN,1996,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,65.41006169
Japan,JPN,1995,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,60.77122237
Japan,JPN,1994,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,55.11190585
Japan,JPN,1993,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,42.11594183
Japan,JPN,1992,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,38.91493435
Japan,JPN,1991,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,38.17618736
